Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Country,Region,Product_Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
ORD1197,2022-07-17,2022-07-18,CUST716,Anjali,Consumer,USA,Europe,Technology,Accessories,Laptop Stand,1070,3,0.17,593
ORD1198,2022-07-18,2022-07-19,CUST497,Priya,Corporate,Canada,Asia,Technology,Phones,Office Desk,145,4,0.08,-88
ORD1199,2022-07-19,2022-07-20,CUST567,Ravi,Corporate,Canada,North America,Technology,Storage,Office Desk,1973,1,0.02,287
ORD1200,2022-07-20,2022-07-21,CUST608,Vikram,Home Office,India,Europe,Technology,Copiers,Ergonomic Chair,1807,4,0.03,126
ORD1201,2022-07-21,2022-07-22,CUST109,Arjun,Consumer,Germany,Europe,Furniture,Binders,Ink Cartridge,534,1,0.27,341
ORD1202,2022-07-22,2022-07-23,CUST507,Karan,Corporate,USA,Oceania,Office Supplies,Binders,Desk Phone,1480,1,0.06,446
ORD1203,2022-07-23,2022-07-24,CUST471,Anjali,Home Office,Germany,North America,Furniture,Chairs,Desk Phone,280,6,0.1,378
ORD1204,2022-07-24,2022-07-25,CUST627,Anjali,Consumer,Germany,Asia,Technology,Accessories,Laptop Stand,798,5,0.07,-136
ORD1205,2022-07-25,2022-07-26,CUST512,Priya,Home Office,USA,North America,Technology,Phones,Ink Cartridge,1728,4,0.11,91
ORD1206,2022-07-26,2022-07-27,CUST892,Manoj,Consumer,India,Europe,Office Supplies,Binders,Laptop Stand,1244,3,0.02,-176
ORD1207,2022-07-27,2022-07-28,CUST683,Manoj,Consumer,France,Europe,Technology,Copiers,Desk Phone,590,1,0.16,348
ORD1208,2022-07-28,2022-07-29,CUST178,Karan,Corporate,Canada,Europe,Office Supplies,Accessories,Ink Cartridge,1109,6,0.02,-200
ORD1209,2022-07-29,2022-07-30,CUST981,Karan,Home Office,Australia,North America,Office Supplies,Binders,Wireless Mouse,574,2,0.24,348
ORD1210,2022-07-30,2022-07-31,CUST170,Arjun,Corporate,India,Oceania,Technology,Accessories,Laptop Stand,1233,8,0.07,-60
ORD1211,2022-07-31,2022-08-01,CUST529,Manoj,Home Office,USA,North America,Technology,Phones,Laptop Stand,1912,5,0.16,543
ORD1212,2022-08-01,2022-08-02,CUST789,Karan,Consumer,India,North America,Office Supplies,Binders,Wireless Mouse,1772,7,0.26,447
ORD1213,2022-08-02,2022-08-03,CUST531,Vikram,Home Office,USA,Oceania,Technology,Accessories,Ergonomic Chair,1316,2,0.2,-13
ORD1214,2022-08-03,2022-08-04,CUST334,Karan,Consumer,USA,Europe,Technology,Binders,Office Desk,1159,8,0.16,-73
ORD1215,2022-08-04,2022-08-05,CUST754,Neha,Consumer,France,Oceania,Furniture,Phones,Laptop Stand,1869,2,0.1,0
ORD1216,2022-08-05,2022-08-06,CUST777,Neha,Corporate,France,Oceania,Office Supplies,Accessories,Laptop Stand,627,4,0.1,-74
ORD1217,2022-08-06,2022-08-07,CUST140,Karan,Consumer,Germany,North America,Technology,Chairs,Office Desk,731,1,0.2,56
ORD1218,2022-08-07,2022-08-08,CUST278,Vikram,Consumer,Germany,Europe,Office Supplies,Binders,Ink Cartridge,606,5,0.3,475
ORD1219,2022-08-08,2022-08-09,CUST528,Priya,Home Office,France,Asia,Office Supplies,Accessories,Wireless Mouse,1647,9,0.2,346
ORD1220,2022-08-09,2022-08-10,CUST932,Manoj,Corporate,Canada,Asia,Office Supplies,Chairs,Ergonomic Chair,1062,1,0.17,-7
ORD1221,2022-08-10,2022-08-11,CUST470,Arjun,Corporate,France,Asia,Furniture,Chairs,Ink Cartridge,695,9,0.22,502
ORD1222,2022-08-11,2022-08-12,CUST567,Ravi,Consumer,Germany,North America,Technology,Binders,Wireless Mouse,845,8,0.14,-97
ORD1223,2022-08-12,2022-08-13,CUST726,Anjali,Consumer,Australia,Asia,Office Supplies,Copiers,Ink Cartridge,1101,6,0.02,334
ORD1224,2022-08-13,2022-08-14,CUST840,Anjali,Home Office,Canada,Oceania,Office Supplies,Chairs,Laptop Stand,1693,7,0.17,64
ORD1225,2022-08-14,2022-08-15,CUST855,Neha,Corporate,India,North America,Technology,Copiers,Ink Cartridge,1629,3,0.29,183
ORD1226,2022-08-15,2022-08-16,CUST206,Anjali,Consumer,France,Europe,Technology,Chairs,Ergonomic Chair,1413,1,0.05,59
ORD1227,2022-08-16,2022-08-17,CUST397,Karan,Consumer,Canada,Oceania,Office Supplies,Phones,Office Desk,1871,5,0.21,213
ORD1228,2022-08-17,2022-08-18,CUST969,Vikram,Consumer,Germany,Asia,Office Supplies,Binders,Desk Phone,1404,2,0.06,157
ORD1229,2022-08-18,2022-08-19,CUST973,Anjali,Corporate,Canada,Asia,Technology,Storage,Office Desk,1713,5,0.16,-126
ORD1230,2022-08-19,2022-08-20,CUST284,Ravi,Corporate,Australia,Asia,Office Supplies,Chairs,Ergonomic Chair,1579,8,0.03,154
ORD1231,2022-08-20,2022-08-21,CUST890,Priya,Home Office,Australia,North America,Office Supplies,Storage,Desk Phone,1421,9,0.14,383
ORD1232,2022-08-21,2022-08-22,CUST625,Vikram,Corporate,Germany,Oceania,Office Supplies,Accessories,Laptop Stand,1546,2,0.23,570
ORD1233,2022-08-22,2022-08-23,CUST242,Vikram,Home Office,Australia,Oceania,Furniture,Copiers,Wireless Mouse,1304,3,0.1,-13
ORD1234,2022-08-23,2022-08-24,CUST424,Vikram,Corporate,Canada,Oceania,Furniture,Copiers,Desk Phone,239,3,0.2,484
ORD1235,2022-08-24,2022-08-25,CUST673,Vikram,Home Office,Australia,Asia,Office Supplies,Accessories,Desk Phone,1298,1,0.24,89
ORD1236,2022-08-25,2022-08-26,CUST337,Arjun,Corporate,Germany,Europe,Technology,Copiers,Laptop Stand,1458,8,0.28,-156
ORD1237,2022-08-26,2022-08-27,CUST799,Neha,Home Office,India,North America,Furniture,Accessories,Office Desk,1450,6,0.07,372
ORD1238,2022-08-27,2022-08-28,CUST588,Anjali,Home Office,India,Asia,Furniture,Binders,Ergonomic Chair,1356,8,0.12,-118
ORD1239,2022-08-28,2022-08-29,CUST324,Anjali,Consumer,Germany,Europe,Office Supplies,Accessories,Office Desk,682,9,0.05,-78
ORD1240,2022-08-29,2022-08-30,CUST842,Arjun,Home Office,Canada,Asia,Office Supplies,Copiers,Ergonomic Chair,677,5,0.3,157
ORD1241,2022-08-30,2022-08-31,CUST801,Ravi,Corporate,France,Oceania,Office Supplies,Accessories,Ergonomic Chair,1022,3,0.28,327
ORD1242,2022-08-31,2022-09-01,CUST887,Anjali,Corporate,Germany,North America,Technology,Accessories,Wireless Mouse,1818,5,0.16,-135
ORD1243,2022-09-01,2022-09-02,CUST257,Karan,Home Office,India,Europe,Furniture,Copiers,Laptop Stand,1332,5,0.25,456
ORD1244,2022-09-02,2022-09-03,CUST674,Karan,Home Office,France,Oceania,Furniture,Accessories,Ergonomic Chair,1432,5,0.16,174
ORD1245,2022-09-03,2022-09-04,CUST995,Vikram,Corporate,Australia,North America,Office Supplies,Storage,Office Desk,759,3,0.19,-39
ORD1246,2022-09-04,2022-09-05,CUST199,Anjali,Corporate,USA,Asia,Technology,Storage,Wireless Mouse,1529,4,0.03,545
ORD1247,2022-09-05,2022-09-06,CUST395,Neha,Home Office,Canada,North America,Office Supplies,Accessories,Wireless Mouse,1484,9,0.23,179
ORD1248,2022-09-06,2022-09-07,CUST309,Priya,Home Office,India,North America,Furniture,Phones,Wireless Mouse,698,9,0.04,455
ORD1249,2022-09-07,2022-09-08,CUST466,Ravi,Corporate,Canada,Asia,Office Supplies,Binders,Ink Cartridge,367,2,0.25,157
ORD1250,2022-09-08,2022-09-09,CUST985,Neha,Consumer,Germany,Asia,Technology,Chairs,Laptop Stand,1750,8,0.23,-13
ORD1251,2022-09-09,2022-09-10,CUST628,Karan,Home Office,Australia,North America,Technology,Binders,Ink Cartridge,1298,8,0.21,121
ORD1252,2022-09-10,2022-09-11,CUST652,Ravi,Consumer,Germany,North America,Technology,Phones,Wireless Mouse,1892,7,0.01,249
ORD1253,2022-09-11,2022-09-12,CUST611,Arjun,Corporate,USA,Asia,Office Supplies,Copiers,Ink Cartridge,1307,8,0.09,273
ORD1254,2022-09-12,2022-09-13,CUST296,Vikram,Consumer,India,Europe,Technology,Storage,Ink Cartridge,733,3,0.08,-188
ORD1255,2022-09-13,2022-09-14,CUST464,Karan,Home Office,France,Oceania,Technology,Chairs,Laptop Stand,713,6,0.11,-17
ORD1256,2022-09-14,2022-09-15,CUST138,Arjun,Corporate,Australia,North America,Technology,Accessories,Ergonomic Chair,1900,1,0.03,-90
ORD1257,2022-09-15,2022-09-16,CUST485,Vikram,Home Office,USA,Asia,Technology,Chairs,Desk Phone,1447,7,0.28,307
ORD1258,2022-09-16,2022-09-17,CUST145,Vikram,Corporate,France,North America,Furniture,Copiers,Laptop Stand,1745,1,0.17,89
ORD1259,2022-09-17,2022-09-18,CUST817,Vikram,Home Office,Australia,North America,Furniture,Storage,Office Desk,1681,9,0.09,94
ORD1260,2022-09-18,2022-09-19,CUST854,Priya,Consumer,USA,Oceania,Technology,Copiers,Laptop Stand,1545,1,0.12,250
ORD1261,2022-09-19,2022-09-20,CUST186,Arjun,Consumer,France,North America,Furniture,Accessories,Office Desk,1306,1,0.13,14
ORD1262,2022-09-20,2022-09-21,CUST263,Anjali,Home Office,USA,Europe,Furniture,Copiers,Desk Phone,1765,7,0.18,431
ORD1263,2022-09-21,2022-09-22,CUST294,Karan,Corporate,France,Europe,Technology,Binders,Desk Phone,1186,2,0.15,366
ORD1264,2022-09-22,2022-09-23,CUST965,Priya,Consumer,France,North America,Technology,Phones,Wireless Mouse,1903,5,0.28,-174
ORD1265,2022-09-23,2022-09-24,CUST477,Ravi,Consumer,France,Europe,Office Supplies,Copiers,Wireless Mouse,1570,8,0.15,429
ORD1266,2022-09-24,2022-09-25,CUST739,Anjali,Home Office,Canada,Asia,Furniture,Storage,Wireless Mouse,491,8,0.3,532
ORD1267,2022-09-25,2022-09-26,CUST138,Ravi,Corporate,Australia,North America,Office Supplies,Chairs,Desk Phone,613,3,0.26,30
ORD1268,2022-09-26,2022-09-27,CUST502,Karan,Corporate,Canada,Europe,Furniture,Binders,Laptop Stand,1341,7,0.06,364
ORD1269,2022-09-27,2022-09-28,CUST603,Karan,Corporate,Germany,Asia,Technology,Chairs,Desk Phone,1583,3,0.28,120
ORD1270,2022-09-28,2022-09-29,CUST230,Priya,Corporate,India,Oceania,Office Supplies,Phones,Ink Cartridge,1880,6,0.03,32
ORD1271,2022-09-29,2022-09-30,CUST438,Ravi,Consumer,India,Oceania,Office Supplies,Binders,Laptop Stand,1459,6,0.25,469
ORD1272,2022-09-30,2022-10-01,CUST291,Neha,Home Office,USA,Oceania,Technology,Binders,Ink Cartridge,1460,3,0.11,236
ORD1273,2022-10-01,2022-10-02,CUST486,Manoj,Home Office,France,Oceania,Office Supplies,Storage,Wireless Mouse,1186,7,0.26,580
ORD1274,2022-10-02,2022-10-03,CUST806,Anjali,Home Office,India,North America,Furniture,Binders,Desk Phone,1686,3,0.26,332
ORD1275,2022-10-03,2022-10-04,CUST848,Vikram,Corporate,France,North America,Office Supplies,Copiers,Office Desk,1698,8,0.24,202
ORD1276,2022-10-04,2022-10-05,CUST169,Anjali,Consumer,India,Oceania,Office Supplies,Copiers,Ink Cartridge,1001,4,0.24,-148
ORD1277,2022-10-05,2022-10-06,CUST788,Neha,Consumer,USA,Europe,Office Supplies,Binders,Desk Phone,1154,1,0.09,586
ORD1278,2022-10-06,2022-10-07,CUST964,Anjali,Home Office,Australia,Europe,Furniture,Binders,Ergonomic Chair,748,4,0.02,112
ORD1279,2022-10-07,2022-10-08,CUST699,Ravi,Consumer,Canada,North America,Office Supplies,Phones,Laptop Stand,162,7,0.12,80
ORD1280,2022-10-08,2022-10-09,CUST158,Anjali,Consumer,Australia,Europe,Technology,Binders,Ink Cartridge,51,4,0.05,525
ORD1281,2022-10-09,2022-10-10,CUST601,Ravi,Home Office,Australia,Asia,Furniture,Chairs,Ink Cartridge,691,6,0.21,-170
ORD1282,2022-10-10,2022-10-11,CUST119,Priya,Consumer,India,Asia,Technology,Phones,Wireless Mouse,269,9,0.1,136
ORD1283,2022-10-11,2022-10-12,CUST157,Priya,Home Office,Australia,Asia,Office Supplies,Accessories,Office Desk,1639,1,0.29,-18
ORD1284,2022-10-12,2022-10-13,CUST330,Priya,Consumer,Canada,Europe,Furniture,Storage,Ergonomic Chair,904,5,0.19,-178
ORD1285,2022-10-13,2022-10-14,CUST577,Karan,Corporate,Canada,Asia,Office Supplies,Phones,Ergonomic Chair,1809,7,0.25,343
ORD1286,2022-10-14,2022-10-15,CUST879,Manoj,Corporate,USA,Oceania,Technology,Accessories,Ergonomic Chair,1298,1,0.04,245
ORD1287,2022-10-15,2022-10-16,CUST201,Arjun,Consumer,Canada,Europe,Office Supplies,Accessories,Laptop Stand,434,4,0.26,-127
ORD1288,2022-10-16,2022-10-17,CUST509,Arjun,Home Office,Canada,Europe,Furniture,Chairs,Ink Cartridge,1476,6,0.28,-191
ORD1289,2022-10-17,2022-10-18,CUST575,Ravi,Corporate,India,Asia,Technology,Binders,Ink Cartridge,1711,2,0.15,283
ORD1290,2022-10-18,2022-10-19,CUST894,Ravi,Consumer,Australia,Europe,Office Supplies,Phones,Wireless Mouse,1203,5,0.18,255
ORD1291,2022-10-19,2022-10-20,CUST705,Arjun,Home Office,USA,North America,Office Supplies,Storage,Office Desk,1126,1,0.23,365
ORD1292,2022-10-20,2022-10-21,CUST495,Karan,Home Office,India,Oceania,Technology,Binders,Ink Cartridge,1757,6,0.05,363
ORD1293,2022-10-21,2022-10-22,CUST923,Arjun,Corporate,Germany,Europe,Office Supplies,Chairs,Wireless Mouse,779,6,0.15,459
ORD1294,2022-10-22,2022-10-23,CUST957,Vikram,Home Office,India,Asia,Technology,Copiers,Desk Phone,1745,4,0.12,-41
ORD1295,2022-10-23,2022-10-24,CUST916,Priya,Home Office,France,North America,Office Supplies,Phones,Desk Phone,1783,8,0.04,-187
ORD1296,2022-10-24,2022-10-25,CUST751,Priya,Home Office,USA,Oceania,Furniture,Binders,Desk Phone,1489,4,0.11,-23
ORD1297,2022-10-25,2022-10-26,CUST836,Ravi,Corporate,Australia,Asia,Technology,Binders,Ink Cartridge,296,8,0.02,211
ORD1298,2022-10-26,2022-10-27,CUST180,Manoj,Home Office,France,Europe,Furniture,Chairs,Laptop Stand,885,8,0.01,-148
ORD1299,2022-10-27,2022-10-28,CUST165,Neha,Consumer,USA,North America,Technology,Storage,Ink Cartridge,1512,5,0.04,207
ORD1300,2022-10-28,2022-10-29,CUST752,Anjali,Corporate,India,Asia,Office Supplies,Binders,Laptop Stand,252,4,0.29,-179
ORD1301,2022-10-29,2022-10-30,CUST512,Anjali,Corporate,India,Asia,Office Supplies,Accessories,Ink Cartridge,1257,2,0.16,-171
ORD1302,2022-10-30,2022-10-31,CUST789,Priya,Corporate,Germany,Europe,Furniture,Chairs,Ergonomic Chair,172,3,0.29,502
ORD1303,2022-10-31,2022-11-01,CUST736,Neha,Consumer,France,Asia,Furniture,Binders,Wireless Mouse,450,3,0.13,59
ORD1304,2022-11-01,2022-11-02,CUST979,Ravi,Consumer,France,North America,Office Supplies,Copiers,Wireless Mouse,816,4,0.09,4
ORD1305,2022-11-02,2022-11-03,CUST807,Anjali,Home Office,Australia,Oceania,Office Supplies,Accessories,Ink Cartridge,343,4,0.15,-142
ORD1306,2022-11-03,2022-11-04,CUST189,Karan,Home Office,Australia,Oceania,Office Supplies,Chairs,Laptop Stand,329,5,0.13,270
ORD1307,2022-11-04,2022-11-05,CUST314,Arjun,Consumer,Australia,Europe,Technology,Storage,Desk Phone,1910,4,0.03,575
ORD1308,2022-11-05,2022-11-06,CUST310,Karan,Home Office,India,Asia,Technology,Phones,Ergonomic Chair,933,8,0.19,265
ORD1309,2022-11-06,2022-11-07,CUST816,Vikram,Corporate,Germany,Asia,Technology,Storage,Ergonomic Chair,1683,6,0.06,-189
ORD1310,2022-11-07,2022-11-08,CUST894,Priya,Consumer,France,Europe,Furniture,Binders,Laptop Stand,247,6,0.19,430
ORD1311,2022-11-08,2022-11-09,CUST638,Manoj,Consumer,Australia,North America,Office Supplies,Storage,Wireless Mouse,1031,8,0.2,89
ORD1312,2022-11-09,2022-11-10,CUST597,Neha,Corporate,France,Asia,Technology,Copiers,Ergonomic Chair,1980,7,0.05,559
ORD1313,2022-11-10,2022-11-11,CUST212,Karan,Home Office,Canada,Asia,Furniture,Binders,Ink Cartridge,1584,8,0.02,153
ORD1314,2022-11-11,2022-11-12,CUST454,Karan,Consumer,India,Europe,Technology,Binders,Ink Cartridge,801,2,0.23,438
ORD1315,2022-11-12,2022-11-13,CUST744,Priya,Home Office,USA,Oceania,Technology,Phones,Desk Phone,193,9,0.14,-126
ORD1316,2022-11-13,2022-11-14,CUST919,Karan,Home Office,Australia,Europe,Office Supplies,Storage,Office Desk,658,1,0.02,515
ORD1317,2022-11-14,2022-11-15,CUST170,Manoj,Consumer,Canada,Europe,Technology,Chairs,Desk Phone,1274,8,0.3,360
ORD1318,2022-11-15,2022-11-16,CUST491,Manoj,Consumer,Germany,North America,Office Supplies,Storage,Laptop Stand,1197,4,0.02,390
ORD1319,2022-11-16,2022-11-17,CUST585,Ravi,Corporate,Canada,Asia,Furniture,Storage,Laptop Stand,236,4,0.21,240
ORD1320,2022-11-17,2022-11-18,CUST913,Manoj,Consumer,India,Asia,Furniture,Copiers,Ink Cartridge,1399,5,0.3,40
ORD1321,2022-11-18,2022-11-19,CUST825,Neha,Corporate,USA,Europe,Technology,Binders,Ergonomic Chair,513,8,0.07,-47
ORD1322,2022-11-19,2022-11-20,CUST146,Neha,Corporate,Germany,North America,Office Supplies,Binders,Desk Phone,1422,5,0.04,585
ORD1323,2022-11-20,2022-11-21,CUST285,Arjun,Consumer,Germany,Europe,Technology,Accessories,Wireless Mouse,1844,8,0.04,-105
ORD1324,2022-11-21,2022-11-22,CUST615,Neha,Home Office,Germany,Oceania,Office Supplies,Storage,Office Desk,709,1,0.09,525
ORD1325,2022-11-22,2022-11-23,CUST944,Karan,Corporate,India,Asia,Office Supplies,Copiers,Desk Phone,813,9,0.03,93
ORD1326,2022-11-23,2022-11-24,CUST781,Anjali,Corporate,Canada,North America,Furniture,Copiers,Ink Cartridge,1004,6,0.21,8
ORD1327,2022-11-24,2022-11-25,CUST537,Ravi,Consumer,France,Europe,Office Supplies,Phones,Office Desk,452,3,0.02,142
ORD1328,2022-11-25,2022-11-26,CUST341,Karan,Consumer,India,Europe,Furniture,Chairs,Wireless Mouse,1419,8,0.15,-113
ORD1329,2022-11-26,2022-11-27,CUST798,Arjun,Consumer,Germany,Asia,Office Supplies,Storage,Office Desk,1584,9,0.3,575
ORD1330,2022-11-27,2022-11-28,CUST355,Karan,Corporate,USA,North America,Office Supplies,Storage,Ergonomic Chair,196,6,0.24,189
ORD1331,2022-11-28,2022-11-29,CUST991,Manoj,Home Office,USA,North America,Technology,Phones,Laptop Stand,1221,7,0.18,124
ORD1332,2022-11-29,2022-11-30,CUST896,Manoj,Corporate,Canada,Oceania,Technology,Copiers,Desk Phone,913,1,0.09,-44
ORD1333,2022-11-30,2022-12-01,CUST994,Ravi,Consumer,Australia,Oceania,Technology,Chairs,Ergonomic Chair,1784,5,0.19,467
ORD1334,2022-12-01,2022-12-02,CUST102,Priya,Home Office,Canada,Oceania,Technology,Storage,Ink Cartridge,1893,5,0.16,450
ORD1335,2022-12-02,2022-12-03,CUST928,Neha,Corporate,India,Europe,Technology,Storage,Ink Cartridge,538,4,0.13,432
ORD1336,2022-12-03,2022-12-04,CUST565,Karan,Consumer,India,North America,Technology,Binders,Wireless Mouse,978,6,0.04,376
ORD1337,2022-12-04,2022-12-05,CUST447,Ravi,Consumer,India,Europe,Furniture,Chairs,Wireless Mouse,1713,7,0.27,418
ORD1338,2022-12-05,2022-12-06,CUST200,Ravi,Home Office,USA,Asia,Office Supplies,Phones,Ergonomic Chair,600,9,0.13,458
ORD1339,2022-12-06,2022-12-07,CUST312,Vikram,Home Office,Australia,North America,Furniture,Chairs,Wireless Mouse,387,1,0.06,-64
ORD1340,2022-12-07,2022-12-08,CUST866,Neha,Home Office,Germany,Asia,Furniture,Binders,Ink Cartridge,921,6,0.11,473
ORD1341,2022-12-08,2022-12-09,CUST582,Karan,Home Office,Australia,North America,Furniture,Storage,Desk Phone,690,7,0.12,227
ORD1342,2022-12-09,2022-12-10,CUST428,Arjun,Corporate,India,Europe,Office Supplies,Binders,Office Desk,1852,3,0.25,251
ORD1343,2022-12-10,2022-12-11,CUST702,Anjali,Home Office,France,Europe,Technology,Binders,Desk Phone,522,8,0.22,411
ORD1344,2022-12-11,2022-12-12,CUST107,Anjali,Consumer,Australia,Oceania,Furniture,Accessories,Laptop Stand,200,5,0.23,-60
ORD1345,2022-12-12,2022-12-13,CUST327,Priya,Corporate,Germany,Oceania,Technology,Accessories,Ergonomic Chair,1488,9,0.0,-118
ORD1346,2022-12-13,2022-12-14,CUST590,Anjali,Home Office,USA,Europe,Technology,Copiers,Ink Cartridge,1371,5,0.12,-24
ORD1347,2022-12-14,2022-12-15,CUST316,Karan,Corporate,France,Europe,Furniture,Phones,Office Desk,1684,9,0.14,-3
ORD1348,2022-12-15,2022-12-16,CUST153,Arjun,Corporate,Canada,North America,Office Supplies,Storage,Ink Cartridge,312,4,0.01,423
ORD1349,2022-12-16,2022-12-17,CUST219,Vikram,Consumer,France,North America,Office Supplies,Storage,Ergonomic Chair,1837,9,0.08,367
ORD1350,2022-12-17,2022-12-18,CUST574,Anjali,Corporate,Germany,Asia,Furniture,Storage,Desk Phone,193,5,0.23,490
ORD1351,2022-12-18,2022-12-19,CUST473,Priya,Corporate,Canada,North America,Technology,Storage,Wireless Mouse,395,9,0.04,220
ORD1352,2022-12-19,2022-12-20,CUST937,Neha,Home Office,Germany,Europe,Office Supplies,Copiers,Ergonomic Chair,673,3,0.16,200
ORD1353,2022-12-20,2022-12-21,CUST307,Karan,Home Office,USA,Oceania,Furniture,Chairs,Desk Phone,1066,4,0.06,497
ORD1354,2022-12-21,2022-12-22,CUST407,Arjun,Home Office,France,Europe,Office Supplies,Accessories,Desk Phone,1645,9,0.0,270
ORD1355,2022-12-22,2022-12-23,CUST840,Manoj,Home Office,India,North America,Technology,Phones,Desk Phone,930,6,0.07,17
ORD1356,2022-12-23,2022-12-24,CUST473,Manoj,Corporate,Australia,North America,Technology,Storage,Laptop Stand,51,2,0.29,528
ORD1357,2022-12-24,2022-12-25,CUST349,Anjali,Home Office,USA,Europe,Office Supplies,Accessories,Office Desk,946,7,0.24,431
ORD1358,2022-12-25,2022-12-26,CUST710,Neha,Corporate,USA,Oceania,Furniture,Accessories,Ink Cartridge,1377,2,0.29,-26
ORD1359,2022-12-26,2022-12-27,CUST925,Manoj,Corporate,Australia,North America,Office Supplies,Copiers,Desk Phone,303,2,0.15,-178
ORD1360,2022-12-27,2022-12-28,CUST276,Ravi,Consumer,France,Asia,Office Supplies,Copiers,Ink Cartridge,1725,1,0.03,524
ORD1361,2022-12-28,2022-12-29,CUST587,Vikram,Corporate,USA,Asia,Office Supplies,Phones,Wireless Mouse,502,3,0.16,34
ORD1362,2022-12-29,2022-12-30,CUST928,Manoj,Consumer,Australia,North America,Office Supplies,Binders,Ergonomic Chair,1110,6,0.14,-188
ORD1363,2022-12-30,2022-12-31,CUST986,Ravi,Home Office,Australia,Europe,Furniture,Copiers,Wireless Mouse,1233,8,0.25,-100
ORD1364,2022-12-31,2023-01-01,CUST436,Neha,Corporate,India,Europe,Office Supplies,Chairs,Ergonomic Chair,1064,9,0.03,335
ORD1365,2023-01-01,2023-01-02,CUST722,Arjun,Corporate,USA,North America,Office Supplies,Chairs,Office Desk,58,7,0.15,322
ORD1366,2023-01-02,2023-01-03,CUST771,Neha,Consumer,Canada,Asia,Technology,Accessories,Office Desk,1306,4,0.05,584
ORD1367,2023-01-03,2023-01-04,CUST858,Ravi,Consumer,France,Asia,Furniture,Copiers,Wireless Mouse,1172,6,0.1,251
ORD1368,2023-01-04,2023-01-05,CUST166,Ravi,Corporate,Germany,Asia,Furniture,Chairs,Wireless Mouse,1732,5,0.22,230
ORD1369,2023-01-05,2023-01-06,CUST324,Vikram,Home Office,Australia,North America,Technology,Storage,Office Desk,865,8,0.14,592
ORD1370,2023-01-06,2023-01-07,CUST617,Karan,Consumer,India,Europe,Furniture,Binders,Ergonomic Chair,257,1,0.11,405
ORD1371,2023-01-07,2023-01-08,CUST644,Manoj,Corporate,Canada,North America,Furniture,Phones,Ink Cartridge,1204,1,0.12,512
ORD1372,2023-01-08,2023-01-09,CUST876,Vikram,Consumer,Australia,North America,Office Supplies,Phones,Laptop Stand,453,6,0.14,332
ORD1373,2023-01-09,2023-01-10,CUST316,Priya,Consumer,France,Europe,Technology,Accessories,Ink Cartridge,201,2,0.24,522
ORD1374,2023-01-10,2023-01-11,CUST636,Anjali,Home Office,India,Europe,Office Supplies,Storage,Ergonomic Chair,103,5,0.27,451
ORD1375,2023-01-11,2023-01-12,CUST897,Ravi,Home Office,Germany,North America,Furniture,Binders,Laptop Stand,1193,1,0.29,92
ORD1376,2023-01-12,2023-01-13,CUST353,Anjali,Corporate,Germany,Oceania,Office Supplies,Chairs,Ink Cartridge,1746,7,0.24,-100
ORD1377,2023-01-13,2023-01-14,CUST675,Vikram,Consumer,India,North America,Office Supplies,Copiers,Office Desk,1993,1,0.09,301
ORD1378,2023-01-14,2023-01-15,CUST955,Arjun,Home Office,Germany,Europe,Office Supplies,Copiers,Office Desk,677,4,0.21,103
ORD1379,2023-01-15,2023-01-16,CUST422,Anjali,Home Office,France,Europe,Technology,Binders,Wireless Mouse,636,9,0.13,339
ORD1380,2023-01-16,2023-01-17,CUST144,Anjali,Consumer,Canada,Asia,Office Supplies,Accessories,Desk Phone,1698,1,0.08,352
ORD1381,2023-01-17,2023-01-18,CUST966,Manoj,Corporate,India,Oceania,Furniture,Storage,Laptop Stand,1493,4,0.25,154
ORD1382,2023-01-18,2023-01-19,CUST782,Karan,Corporate,Australia,Oceania,Furniture,Storage,Ergonomic Chair,1495,6,0.01,102
ORD1383,2023-01-19,2023-01-20,CUST641,Priya,Consumer,Canada,Asia,Technology,Chairs,Office Desk,153,6,0.27,295
ORD1384,2023-01-20,2023-01-21,CUST213,Arjun,Corporate,Canada,Europe,Technology,Chairs,Laptop Stand,1925,8,0.14,457
ORD1385,2023-01-21,2023-01-22,CUST931,Arjun,Consumer,Canada,North America,Technology,Accessories,Desk Phone,303,1,0.19,567
ORD1386,2023-01-22,2023-01-23,CUST173,Arjun,Corporate,Canada,Asia,Technology,Chairs,Ink Cartridge,1300,7,0.2,26
ORD1387,2023-01-23,2023-01-24,CUST242,Neha,Corporate,India,Europe,Office Supplies,Phones,Desk Phone,1185,1,0.27,35
ORD1388,2023-01-24,2023-01-25,CUST482,Anjali,Consumer,Canada,Oceania,Technology,Binders,Laptop Stand,559,7,0.19,254
ORD1389,2023-01-25,2023-01-26,CUST563,Priya,Consumer,USA,Europe,Office Supplies,Storage,Laptop Stand,1546,3,0.18,-188
ORD1390,2023-01-26,2023-01-27,CUST652,Ravi,Home Office,Australia,North America,Technology,Binders,Desk Phone,148,8,0.02,9
ORD1391,2023-01-27,2023-01-28,CUST113,Anjali,Home Office,France,Asia,Furniture,Accessories,Office Desk,202,3,0.16,540
ORD1392,2023-01-28,2023-01-29,CUST653,Arjun,Corporate,USA,North America,Office Supplies,Chairs,Desk Phone,1934,1,0.05,196
ORD1393,2023-01-29,2023-01-30,CUST777,Arjun,Home Office,India,Asia,Office Supplies,Accessories,Ink Cartridge,963,8,0.22,-101
